Name,Industry,VAT number,Affiliate advertiser ID,External ID,Labels
Autoehoste Kaskinen Oy55936,,FI6685848,55936,,
AutoFennica Oy51168,,FI20322429,51168,,
Autohuolto Hannula Oy54468,,FI8109051,54468,,
Auto-Ilves Oy50991,,FI21157808,50991,,
Auto-Ilves Oy25111,,FI6274096,25111,,
Auto-Jeni Oy50935,,FI1733150,50935,,
Autokatsastus Lappeenranta Oy55922,,FI24834261,55922,,
Autokeidas Järvi Oy38212,,FI1454274,38212,,
Autokem Oy26052,,FI7000441,26052,,
Autokeskus Oy20866,,FI10938123,20866,,
AUTOKESKUS OY25164,,FI10938123,25164,,
Autokeskus Oy36352,,FI10938123,36352,,
Autokeskus Oy55967,,FI10938123,55967,,
Auto-Kilta Oy28010,,FI20469906,28010,,
Auto-Kilta Oy28209,,FI20469906,28209,,
Autoklinikka-yhtiöt Oy35589,,FI22256752,35589,,
Autokorjaamo H & J Vepsäläinen54194,,FI17994988,54194,,
Autokorjaamo P. Mourujärvi Oy54999,,FI17594773,54999,,
Autokoulu Ajaxx Company Oy28765,,FI9163340,28765,,
Autokoulu Ajuri Oy55766,,FI8417169,55766,,
Auto-Kymi Oy16249,,FI3469461,16249,,
Autoliike Haanpää Oy32513,,FI17417523,32513,,
Autoliike Lähdemäki37617,,FI1831877,37617,,
Autoliike M. Sipilä Oy50054,,FI5853467,50054,,
Autoliike Mutanen Oy54510,,FI1680132,54510,,
Autoliitto ry27789,,FI2010093,27789,,
Autoluojus Oy13437,,FI3978565,13437,,
Automaalaamo Orjala Oy55147,,FI14780933,55147,,
Automaalaamo Tenkula Oy54453,,FI1852854,54453,,
Automaalaamo Valto Mikkola Ky54963,,FI5847358,54963,,
Automarket Prisma12468,,FI1372818,12468,,
Automarkku Oy15877,,FI1368827,15877,,
Automyymälä Helsinki Oy58076,,FI26604793,58076,,
Automyynti Asko Mäkelä Oy5141,,FI6291515,5141,,
Autopale Oy5143,,FI24242872,5143,,
Autopalvelu KaarVan Oy54930,,FI14867174,54930,,
Autopalvelu Ojanperä Oy38121,,FI10720327,38121,,
Autoportti Oy38026,,FI21449747,38026,,
Autorobot Finland Oy4246,,FI21367426,4246,,
Autosalpa Oy5026,,FI16370727,5026,,
Autosalpa Oy11241,,FI16370727,11241,,
Autosalpa Oy27175,,FI16370727,27175,,
Autosalpa Oy28202,,FI16370727,28202,,
AUTO-SPAN OY4118,,FI8285186,4118,,
AutoStudio Oy35061,,FI6409317,35061,,
Auto-Suni Oy16447,,FI15895433,16447,,
Autosähkö Huhtanen Oy51812,,FI8489760,51812,,
Autotalo Antti-Roiko Oy18819,,FI3572266,18819,,
Autotalo Drake Oy4386,,FI5959317,4386,,
Autotalo Drake Oy38298,,FI5959317,38298,,
Autotalo Hartikainen23794,,FI92101035,23794,,
Autotalo Laakkonen Oy52772,,FI11101165,52772,,
Autotalo Laakkonen Oy52774,,FI11101165,52774,,
Autotalo Laakkonen Oy17475,,FI11101165,17475,,
Autotalo Laakkonen Oy17947,,FI11101165,17947,,
Autotalo Laakkonen Oy35963,,FI11101165,35963,,
Autotalo Laakkonen Oy36918,,FI11101165,36918,,
Autotalo Laakkonen Oy36919,,FI11101165,36919,,
Autotalo Laakkonen Oy53711,,FI11101165,53711,,
Autotalo Laakkonen Oy52074,,FI20469332,52074,,
Autotalo Savusalo Oy32522,,FI8959566,32522,,
Autotarvike Kuukasjärvi Oy56125,,FI18534844,56125,,
Autotuojat ry34168,,FI2224761,34168,,
Autovahinkokeskus Oy20615,,FI1161631,20615,,
Auto-Viiala Ky13110,,FI1584300,13110,,
Av yhtiöt Oy56700,,FI23538380,56700,,
AVA Room Oy35866,,FI21092944,35866,,
AVAIN Asumisoikeus Oy52196,,FI19517667,52196,,
Avain Säästöpankki57891,,FI1797322,57891,,
Avainapteekkien Markkinointi Oy52209,,FI22737740,52209,,
Avainkulma Oy58145,,FI25312422,58145,,
Avaintieto Oy51044,,FI4997741,51044,,
A-Vakuutus Oy16983,,FI17159472,16983,,
Avalon Oy12389,,FI6793945,12389,,
Avalon Oy24078,,FI6793945,24078,,
Avalon Oy25575,,FI6793945,25575,,
Avaltec Oy55792,,FI7221439,55792,,
Avant Tecno Oy29825,,FI8442102,29825,,
Avanti! ry31363,,FI7795424,31363,,
Avara Oy35465,,FI19546492,35465,,
Avara Oy33025,,FI2241625,33025,,
Avarn Security Oy29277,,FI1080137,29277,,
Avartum Oy25183,,FI5245509,25183,,
Avena Nordic Grain Oy24947,,FI9899489,24947,,
Avenium Oy51184,,FI21279127,51184,,
Aventura Latina Oy Ltd. S.A..31994,,FI16549073,31994,,
Avenze Oy57834,,FI26460064,57834,,
Aviomiespalvelu36144,,FI18647363,36144,,
AV-Komponentti Oy57979,,FI25441814,57979,,
Avoin yhtiö Immonen & Fabritius19033,,FI17901219,19033,,
Avoin yhtiö Jari ja Tuija Seppänen28601,,FI17124325,28601,,
Avoin yhtiö Kaj Hägg52586,,FI17189209,52586,,
Avoin yhtiö Leena Pentti-Hannuksela51620,,FI6375110,51620,,
Avoin yhtiö Radius36594,,FI18977178,36594,,
Avon Cosmetics Finland Oy32871,,FI19372576,32871,,
AV-rec Pasi Massinen37213,,FI12006039,37213,,
Avs Group Oy54287,,FI3993837,54287,,
AVS-Yhtiöt Oy34691,,FI2980428,34691,,
Av-tuotantoyhtiö Visible Image Ky55007,,FI15958561,55007,,
AXR Music Oy52010,,FI23278865,52010,,
Axus Finland Oy19644,,FI6438505,19644,,
Ay Juha ja Tiina Vainio35621,,FI18302998,35621,,
Azanta Oy38184,,FI21361446,38184,,
B&B TOOLS Holding FI Oy27068,,FI24464053,27068,,
B4 Tapahtumapalvelut Oy53554,,FI17228650,53554,,
B9 Group Oy50434,,FI21777409,50434,,
Bagset Oy26833,,FI8092288,26833,,
Balance Control Oy51576,,FI22600373,51576,,
Balance Management Oy53595,,FI23066360,53595,,
Balancion Oy51454,,FI22132178,51454,,
Ball-IT Oy51207,,FI19838428,51207,,
Ballot Oy52987,,FI22735702,52987,,
Baltic Marine Oy37960,,FI5867201,37960,,
Band Company Oy54988,,FI19245569,54988,,
BANDEDOSA OY57272,,FI5764632,57272,,
Bannergear Oy50946,,FI22592975,50946,,
Bantra Oy53649,,FI9609955,53649,,
Bar&co Pori Oy56338,,FI23307750,56338,,
Baritooni Oy35027,,FI8122993,35027,,
Barona Group Oy36589,,FI25052405,36589,,
Barona Henkilöstöpalvelut Oy55841,,FI20440556,55841,,
Barona Teollisuus Oy28631,,FI19965099,28631,,
Basam Books Oy55812,,FI9054777,55812,,
Basico International Oy52383,,FI10963732,52383,,
Bassadone Automotive Nordic Oy21106,,FI10302926,21106,,
Bassadone Automotive Nordic Oy25841,,FI10302926,25841,,
Bassadone Automotive Nordic Oy28539,,FI10302926,28539,,
Basso Building Systems Oy53020,,FI22287786,53020,,
Basware Oyj27013,,FI5925424,27013,,
Bauer Media Oy17112,,FI10821726,17112,,
Bauer Media Oy26436,,FI10821726,26436,,
Bauer Media Oy29320,,FI10821726,29320,,
Bauer Watertechnology Oy29454,,FI10348537,29454,,
Bauhaus & Co. Ky24627,,FI15806795,24627,,
Bauhaus & Co. Ky29597,,FI15806795,29597,,
Baxter Oy37518,,FI5844739,37518,,
Bayerncar Oy29097,,FI18406471,29097,,
Bazar Kustannus Oy Ab33311,,FI17683661,33311,,
BBO-Goodwill51,,FI1083880,51,,
BBTechnics Oy53140,,FI22010971,53140,,
BCM Scanhorse Oy Ab Ltd4867,,FI8245248,4867,,
BE Group Oy Ab35255,,FI15449767,35255,,
Beako Oy51135,,FI23525600,51135,,
Beauty Spot Oy55818,,FI17130629,55818,,
Beautyhair Sirpa Mansner Oy28797,,FI18815670,28797,,
Beiersdorf Oy33541,,FI1332066,33541,,
Beiersdorf Oy1053,,FI1332066,1053,,
Bekkan LKV Oy37450,,FI21231692,37450,,
Bell Communications Oy56683,,FI18846987,56683,,
Bella Parete Oy54669,,FI24300016,54669,,
Bella-Veneet Oy4248,,FI4159991,4248,,
Bellingham Oy34907,,FI9138196,34907,,
"Bencom S.R.L, Suomen sivuliike35244",,FI24090303,35244,,
Benders Suomi Oy35190,,FI14809636,35190,,
BENECAN OY50951,,FI17930968,50951,,
Benemen Oy50996,,FI21434406,50996,,
Benepro Oy51293,,FI8232076,51293,,
Benleo Oy29592,,FI11076107,29592,,
Beodos Oy51934,,FI19364306,51934,,
Beoman Oy51187,,FI9001536,51187,,
Berling Capital Oy34853,,FI7992938,34853,,
"Berlitz Language Services Scandinavia A/S, filial i Finland5185",,FI16123793,5185,,
Berner Oy1069,,FI1070115,1069,,
Berner Oy1528,,FI1070115,1528,,
Berner Oy3396,,FI1070115,3396,,
Berner Pultti Oy36705,,FI2915685,36705,,
Best Friend Group Oy3506,,FI10738930,3506,,
Best-In Oy32751,,FI17605540,32751,,
Bestpro Oy55385,,FI19880423,55385,,
Bestseller Wholesale Finland Oy33981,,FI7949366,33981,,
Bestseller Wholesale Finland Oy11399,,FI7949366,11399,,
Betonilaatta Oy16363,,FI25849035,16363,,
Betonimestarit Oy50851,,FI22723525,50851,,
Betset Oy30811,,FI2909277,30811,,
Beverage Partners Finland Oy26494,,FI15922198,26494,,
Bevetrade Oy55189,,FI23987928,55189,,
Biancaneve Oy58211,,FI25277778,58211,,
Bianco Finland Oy55896,,FI22349051,55896,,
"Bic Nordic Ab, filial i Finland25283",,FI15302634,25283,,
BIGBANK AS Suomen sivuliike36617,,FI22921572,36617,,
BikBok Oy53374,,FI24724898,53374,,
Bike World Oy14570,,FI8646367,14570,,
Bike&Ski Jyväskylä Oy56544,,FI21148442,56544,,
Bikesport Oy55390,,FI8871812,55390,,
Biketex Oy36399,,FI9695283,36399,,
Bilia Oy Ab5147,,FI7729865,5147,,
Bilia Oy Ab7370,,FI7729865,7370,,
Bilia Oy Ab22240,,FI7729865,22240,,
Bill Roi Finland Oy37295,,FI21371628,37295,,
Billgo Oy36709,,FI21279856,36709,,
Billnäsin Ruukki Oy52692,,FI22374716,52692,,
BILTEMA SUOMI OY3824,,FI15608449,3824,,
Bintec Oy55502,,FI7006296,55502,,
Bio Karjalohja Oy53949,,FI15938114,53949,,
Bio Rex Cinemas Oy54333,,FI17455917,54333,,
Biodelly Oy50164,,FI22328234,50164,,
Biodem Medical Oy36328,,FI19020693,36328,,
Biofarm Oy33414,,FI7218088,33414,,
Bioferme Oy19381,,FI24854828,19381,,
Biohit Oyj37217,,FI7035820,37217,,
Biokasvu Oy20237,,FI4779576,20237,,
Biolan Oy1077,,FI1322095,1077,,
Biomed Oy33519,,FI4891453,33519,,
Bisnode D&B Finland Oy36853,,FI8302150,36853,,
Bisnode Finland Oy38331,,FI20148387,38331,,
Bisnode Finland Oy53154,,FI20148387,53154,,
Bitar Films Oy333,,FI5562061,333,,
Bitelab Oy23622,,FI14729396,23622,,
Bjarmia Oy38163,,FI1863422,38163,,
Björn Borg Finland Oy36064,,FI17354112,36064,,
BK Group Oy28372,,FI1044662,28372,,
BLC Turva Oy22050,,FI15677233,22050,,
Blessed Monkey Oy37146,,FI21892327,37146,,
Blind Spot Pictures Oy35673,,FI11063381,35673,,
Blosius-kylpyhuoneremontit Oy32639,,FI22989921,32639,,
Blue Lake Communications Oy52715,,FI17009503,52715,,
Blue Lake Communications Oy20486,,FI17009503,20486,,
Blue Media Oy26633,,FI10810517,26633,,
Blue Money Oy52457,,FI7962261,52457,,
Blue Stars Musiikkituotanto Oy54595,,FI24216623,54595,,
Blåkläder Oy50917,,FI21095571,50917,,
bm International Oy57931,,FI10738690,57931,,
BMH Technology Oy35895,,FI6570645,35895,,
Boardstock Kommandiittiyhtiö50424,,FI8841365,50424,,
Boatman Group Oy32981,,FI20977249,32981,,
Boblboom Oy57344,,FI15330133,57344,,
Bobo Company Oy35172,,FI1271945,35172,,
Boehringer Ingelheim Finland Ky26266,,FI15976372,26266,,
Boknäs Huonekalut Oy27761,,FI10392108,27761,,
Bombus Oy13578,,FI1908790,13578,,
Bong Suomi Oy22407,,FI14876636,22407,,
Bonge Oy32578,,FI7028233,32578,,
Bonne Juomat Oy36533,,FI15073907,36533,,
Bonnier Books Kauppa Suomi Oy24621,,FI26997814,24621,,
Bonnier Business Forum Oy35639,,FI18782450,35639,,
Bonnier Kirjat Suomi Oy54076,,FI23208621,54076,,
Bonnier Kirjat Suomi Oy1617,,FI5993400,1617,,
Bonnier Publications Oy29876,,FI9963786,29876,,
Bonnier Publications Oy34625,,FI9963786,34625,,
Bonyline Oy53562,,FI22923287,53562,,
Booking.com (Finland) Oy54348,,FI23927896,54348,,
BookIT International Oy53400,,FI22947713,53400,,
Booky.fi Oy51015,,FI21311254,51015,,
Booste Oy52267,,FI20816891,52267,,
Bootcut Oy51552,,FI23701387,51552,,
Bor Deli Oy55609,,FI23435808,55609,,
Boreal Kasvinjalostus Oy33955,,FI15701192,33955,,
Bos Oy27518,,FI5952625,27518,,
"Bose Finland, filial till Bose A/S35754",,FI20344492,35754,,
Bostik Oy1194,,FI1552552,1194,,
Botski-Huolto Oy50510,,FI7636642,50510,,
Bottomland Productions Oy50923,,FI22242844,50923,,
Bouldertehdas Oy52712,,FI23382929,52712,,
Boulevard Oy20047,,FI3151963,20047,,
Boutique Donna Ky57898,,FI6804800,57898,,
Boutique Pirjo Rantala Ky52316,,FI05893215,52316,,
Bovallius-Palvelut Oy58167,,FI18981257,58167,,
B-Plan Distribution Oy58219,,FI25803352,58219,,
Brand Agency Punda Oy25543,,FI18179096,25543,,
BRAND EVENTS FINLAND OY54741,,FI24175147,54741,,
Brand ID Oy240,,FI4191094,240,,
Brand United Oy29670,,FI21649730,29670,,
Branded Shoes Fin Oy33623,,FI16476935,33623,,
Brandkind Marketing Communications Finland Oy52387,,FI20134583,52387,,
"Brandos AB, filial i Finland50159",,FI21304724,50159,,
Brandsense Oy55614,,FI20546422,55614,,
BrandSon Oy36450,,FI18988133,36450,,
Brandstairs Oy51376,,FI4903039,51376,,
Brandt-Polaris Oy14811,,FI18389851,14811,,
Brani Oy55970,,FI24601521,55970,,
Brasserie Armada25494,,FI7537724,25494,,
Bravioz Oy53660,,FI22007676,53660,,
Break Sokos Hotel Caribia54034,,FI2123290,54034,,
Break Sokos Hotel Eden3848,,FI2123290,3848,,
Break Sokos Hotel Tahko53884,,FI8642358,53884,,
Break Sokos Hotel Vesileppis14427,,FI8642358,14427,,
Brendell Finland Oy33428,,FI17185945,33428,,
Bretelle Oy Ltd33409,,FI14516825,33409,,
Bridgestone Finland Oy19459,,FI10309028,19459,,
Bridgestone Finland Oy33492,,FI10309028,33492,,
Bright Finland Oy3376,,FI9529226,3376,,
Bright Finland Oy15195,,FI9529226,15195,,
BRING EXPRESS SUOMI OY37241,,FI18371467,37241,,
Bringwell Finland Oy10944,,FI8054011,10944,,
Brite Pharma Oy52357,,FI22784141,52357,,
"British Airways Plc, sivuliike4081",,FI1071206,4081,,
Broman Group Oy17254,,FI17355879,17254,,
Broman Group Oy24852,,FI17355879,24852,,
Bronto Skylift Oy Ab28582,,FI10164316,28582,,
BRP Finland Oy2626,,FI18491493,2626,,
Brunberg Oy20693,,FI1302078,20693,,
Brunswick Marine in Finland and the Baltic States Oy34253,,FI1071310,34253,,
Brutoff & Co Oy53190,,FI18576630,53190,,
BSH Kodinkoneet Oy25041,,FI10376968,25041,,
BSTR Luova Konttori Oy38101,,FI22363080,38101,,
B-Trade Ky32705,,FI18027834,32705,,
Bubbas Outlet Oy54718,,FI24121376,54718,,
Buca-Rest Oy52155,,FI9046064,52155,,
Bulevardin Klinikka Oy38008,,FI6473415,38008,,
Bulevardin Kotimeklarit Oy37651,,FI17967074,37651,,
Bulevardin Teatteriyhdistys Ry33194,,FI19621536,33194,,
Bunge Finland Oy50351,,FI22663198,50351,,
Burger Bakers Oy34135,,FI6343848,34135,,
Burger-In Oy24691,,FI20319676,24691,,
Burger-In Oy36269,,FI20319676,36269,,
Burger-In Oy12659,,FI20319676,12659,,
Business Improvement Generators Oy54123,,FI23466751,54123,,
Business Meeting Park Oy55900,,FI23721417,55900,,
Businesspojat Oy52322,,FI16326371,52322,,
Bussialan Kehittämispalvelut Oy24405,,FI9540046,24405,,
Bussi-Manninen Oy57945,,FI6982316,57945,,
Buusteri Oy50150,,FI14908853,50150,,
BW Hotels Osuuskunta20152,,FI10093693,20152,,
BW Hotels Osuuskunta53300,,FI10093693,53300,,
C Finance Oy33385,,FI19776239,33385,,
Cabinet LKV37526,,FI20337946,37526,,
Cadmandata Oy35512,,FI14436905,35512,,
C-Adventure Oy52112,,FI18013096,52112,,
Cafe Anton Oy13480,,FI8428415,13480,,
Cafe Antonius30381,,FI13016802,30381,,
Cafetering Oy36830,,FI8825998,36830,,
Cafontana Oy35997,,FI7509491,35997,,
Call Waves Solutions Finland Oy55080,,FI15915676,55080,,
Cambridge Ohjelma Finland Oy56284,,FI21760949,56284,,
Camellia Oy28437,,FI8359640,28437,,
Camidax Oy33308,,FI19422385,33308,,
Camilla Aho Oy Ab36660,,FI5975499,36660,,
Camp Helsinki29999,,FI18887252,29999,,
Campbell Soup Sweden Ab27574,,FI17075789,27574,,
Campmedia Oy34787,,FI18081283,34787,,
Canal Digital Finland Oy16670,,FI9009909,16670,,
Candy Hoover Oy1968,,FI1005639,1968,,
Candyking Finland Oy4373,,FI7325916,4373,,
Canon Oy1099,,FI1149317,1099,,
Cape Universal Oy29748,,FI7610055,29748,,
Capgemini Finland Oy21575,,FI16281425,21575,,
CapMan Capital Management Oy26867,,FI7490276,26867,,
Capsil Oy32101,,FI11061650,32101,,
Capsil Oy34364,,FI11061650,34364,,
Capuzino Oy28917,,FI18087503,28917,,
CAP-Yhtiöt Oy52655,,FI20201926,52655,,
Car Renters Finland Oy57895,,FI24868242,57895,,
Carat Finland Oy67,,FI18682580,67,,
Caravan Erälaukko Oy55241,,FI3997184,55241,,
Caravan Larvanto Oy51694,,FI15184113,51694,,
Caravanlandia Oy54477,,FI20043083,54477,,
Carelian Caviar Oy51111,,FI19931008,51111,,
Carelian Wilderness ry17525,,FI16331488,17525,,
Cargotec Oyj35325,,FI19274028,35325,,
Cariitti Oy34031,,FI11098066,34031,,
Carino Tukku Oy25839,,FI7942826,25839,,
Caritas Lääkärit Oy55934,,FI18243385,55934,,
Caritas-säätiö38161,,FI15666681,38161,,
Carneval Sports Oy13923,,FI15500366,13923,,
Carnevalia Oy52997,,FI22810733,52997,,
Carol Oy53302,,FI21417366,53302,,
Carrot Pohjois-Suomi Oy57863,,FI22369925,57863,,
Casa Alto Oy51323,,FI22844343,51323,,
Casa Gracet Oy Ltd31951,,FI9937078,31951,,
Casall Finland Oy36737,,FI20561753,36737,,
Casseli Oy34270,,FI17417996,34270,,
Castano Capital Partners Oy57969,,FI10089678,57969,,
Catamount Oy34934,,FI8907555,34934,,
CatMarina Oy28770,,FI5983616,28770,,
Caverion Oyj57382,,FI25341274,57382,,
CBRE Finland OY52894,,FI21970698,52894,,
CC Rahoitus Oy34547,,FI20779170,34547,,
Cederroth Oy1081,,FI18682716,1081,,
Cederroth Oy2592,,FI18682716,2592,,
Cedo Oy58004,,FI20376291,58004,,
Celectus Group Oy35037,,FI20198077,35037,,
Cembrit Production Oy33844,,FI8687695,33844,,
Centralia Oy Viestintäkeskus54475,,FI8519472,54475,,
Centria ammattikorkeakoulu Oy21769,,FI10978053,21769,,
Centria ammattikorkeakoulu Oy55226,,FI10978053,55226,,
Centto Oy37406,,FI9841172,37406,,
Century Films35258,,FI19019369,35258,,
Ceraheat Oy37693,,FI20290762,37693,,
CG Credit Group Oy55237,,FI20781625,55237,,
CGI Suomi Oy27641,,FI3575029,27641,,
Ch5 Finland Oy53123,,FI7496934,53123,,
Changling Oy35770,,FI21068928,35770,,
Charlotta-Production Oy56662,,FI9774176,56662,,
Cheeriewing Oy50381,,FI10328720,50381,,
Chez Marius Oy29339,,FI14410983,29339,,
Chips Ab2568,,FI2051178,2568,,
Chips Ab33050,,FI2051178,33050,,
Chiquita Nordic Oy12938,,FI9431579,12938,,
CIBA Vision Finland Oy35880,,FI8701928,35880,,
Ciderberg Oy56578,,FI10261546,56578,,
Circuit Center Holding Oy55644,,FI24217300,55644,,
Citrus Solutions Oy52284,,FI9461698,52284,,
City Kiila Teuvo Järveläinen Oy50076,,FI15815448,50076,,
Citycon Oyj10847,,FI6995053,10847,,
Citycon Oyj18090,,FI6995053,18090,,
Citycon Oyj28597,,FI6995053,28597,,
CITYCON OYJ33292,,FI6995053,33292,,
Citycon Oyj50828,,FI6995053,50828,,
CityDeal Oy55395,,FI23335575,55395,,
CityDeal Oy54050,,FI23335575,54050,,
City-hotelli Oy7901,,FI2106319,7901,,
CityJet Oy23422,,FI7128912,23422,,
Citymarket Raahe32695,,FI15077246,32695,,
Citymarket Seinäjoki12666,,FI15077246,12666,,
Citymarket Vaasa Kivihaka26954,,FI15077246,26954,,
CityOffers Oy Ab58224,,FI26523184,58224,,
Citypress Oy31292,,FI8002238,31292,,
City-Scenario Consulting Oy51506,,FI10816177,51506,,
Cityshops.fi Oy53157,,FI23486875,53157,,
Cityvarasto Oy36638,,FI15610274,36638,,
CK Trading Oy51505,,FI21572382,51505,,
CLAS OHLSON OY26622,,FI17658917,26622,,
Clean Solutions Finland Kb55571,,FI22887968,55571,,
Clear Channel Suomi Oy51810,,FI8704774,51810,,
Clewer Markkinointi Oy51737,,FI22826583,51737,,
Click Shoes Oy34605,,FI16467756,34605,,
Cloetta Suomi Oy1312,,FI19331213,1312,,
Cloetta Suomi Oy14511,,FI19331213,14511,,
Cloetta Suomi Oy14512,,FI19331213,14512,,
Cloetta Suomi Oy14513,,FI19331213,14513,,
Cloetta Suomi Oy36276,,FI19331213,36276,,
CM Hiustalo Oy52808,,FI16123064,52808,,
Cm Oy / Kaakkuri28561,,FI15077246,28561,,
CMS-Finland Oy27194,,FI15319313,27194,,
Coca-Cola Finland Oy1068,,FI5909539,1068,,
Coca-Cola Finland Oy3666,,FI5909539,3666,,
Coca-Cola Finland Oy3667,,FI5909539,3667,,
Coca-Cola Finland Oy14852,,FI5909539,14852,,
Coca-Cola Finland Oy23117,,FI5909539,23117,,
Coca-Cola Finland Oy24694,,FI5909539,24694,,
Coca-Cola Finland Oy26367,,FI5909539,26367,,
Coca-Cola Finland Oy27985,,FI5909539,27985,,
Cocoa Mediaproductions Oy51859,,FI21078528,51859,,
CocoVi Import Oy54499,,FI22701203,54499,,
Code Logic Oy58226,,FI21746127,58226,,
Cognitive Maps Ltd Oy Ab52382,,FI22144355,52382,,
Cold Company Oy57608,,FI21773563,57608,,
"Colgate-Palmolive AB, filial i Finland1094",,FI9855216,1094,,
"Colgate-Palmolive AB, filial i Finland17297",,FI9855216,17297,,
"Colgate-Palmolive AB, filial i Finland17920",,FI9855216,17920,,
"Colgate-Palmolive AB, filial i Finland22585",,FI9855216,22585,,
Collector Finland Oy36015,,FI20733279,36015,,
Colliers International Oy51463,,FI10222141,51463,,
Coloria Oy29920,,FI18214592,29920,,
Color-Kolmio Oy37152,,FI1400823,37152,,
Colourball Oy55517,,FI8093758,55517,,
Comptel Oyj27039,,FI6214552,27039,,
Comreal Oy35160,,FI22533756,35160,,
Concorde Travel Group Oy16214,,FI9115058,16214,,
Confetti Oy35737,,FI23096586,35737,,
Confidence m2 Oy37646,,FI17905033,37646,,
Conlog Oy13376,,FI8407120,13376,,
Consti Talotekniikka Oy50390,,FI22149404,50390,,
Consumer Compass - Kuluttajatieto Oy16143,,FI21081145,16143,,
Contatum Oy54697,,FI21242375,54697,,
Contervo Oy51612,,FI6774891,51612,,
Continental Foods Finland AB52307,,FI17000306,52307,,
Continental Rengas Oy11522,,FI2011950,11522,,
Contium Oy50922,,FI18755735,50922,,
Contra Touch31386,,FI9779727,31386,,
Cool Company Oy33913,,FI7721978,33913,,
Cooma Dance Academy Oy53857,,FI23396351,53857,,
Corbel Oy37981,,FI21963017,37981,,
Core Finland Oy35377,,FI20828841,35377,,
Core Lifestyle Oy54066,,FI22862103,54066,,
Coreplast Laitila Oy52116,,FI19054869,52116,,
Corium Oy32858,,FI7812837,32858,,
Cornerstone Real Estate Advisers Europe LLP Suomen sivuliike35817,,FI24114811,35817,,
Coronarte Oy51358,,FI10960363,51358,,
Corvus Vision54431,,FI23247620,54431,,
Costella Oy54639,,FI9288071,54639,,
Country Annie54563,,FI17195422,54563,,
Country White Oy50987,,FI20918468,50987,,
Countryman Oy56045,,FI25090807,56045,,
Coxa Oy56685,,FI16487052,56685,,
Cramo Finland Oy3623,,FI20884990,3623,,
Cranion Oy55709,,FI24662551,55709,,
Crasman Oy51370,,FI10452596,51370,,
Creadesign Oy54604,,FI4720312,54604,,
Createtrips Oy56606,,FI25463749,56606,,
Creative Element Oy54469,,FI24292335,54469,,
Crédito Cobro Oy53378,,FI22351119,53378,,
Crocs Nordic Oy35540,,FI20828059,35540,,
Crossdental Oy58125,,FI22265026,58125,,
Crystal Pool Oy54208,,FI20984377,54208,,
CSI Helsinki Oy34242,,FI18265568,34242,,
Culticon Oy34487,,FI17196695,34487,,
Cultivor Oy50447,,FI19070682,50447,,
CUMULUS OY12538,,FI7537724,12538,,
Cumulus Oy31743,,FI7537724,31743,,
Cumulus Oy36754,,FI7537724,36754,,
Cutline Oy34012,,FI20583493,34012,,
Cutrin Oy29019,,FI24437098,29019,,
CWT FINLAND OY11171,,FI1101022,11171,,
Cybercom Finland Oy55524,,FI15166513,55524,,
Cycleurope Finland Oy36496,,FI16342793,36496,,
Daimler Finland Oy Ab32277,,FI9214136,32277,,
DAJA OY57204,,FI15242600,57204,,
Danamet Oy55501,,FI21604938,55501,,
Dance Window Records Oy51455,,FI6493942,51455,,
Danisco Sweeteners Oy4347,,FI16572783,4347,,
Danona Oy32002,,FI16038580,32002,,
Danone Finland Oy17251,,FI16573700,17251,,
DANSKE BANK OYJ1516,,FI17307447,1516,,
Danske Bank Oyj32026,,FI17307447,32026,,
Danske Bank Oyj54556,,FI17307447,54556,,
Danske Bank Oyj54354,,FI17307447,54354,,
Danske Invest Rahastoyhtiö Oy55323,,FI6716026,55323,,
Darwin Oy36103,,FI10083401,36103,,
Daskala Oy32133,,FI10033930,32133,,
Data Group Finland Oy18009,,FI8992569,18009,,
Databros Services Oy37881,,FI20050128,37881,,
DataCenter Finland Oy50244,,FI22380462,50244,,
Datafrank Oy35777,,FI10201850,35777,,
Data-Info Oy12257,,FI6063598,12257,,
D-Collection Finland Oy1470,,FI10127224,1470,,
DDB Helsinki Oy2769,,FI7481089,2769,,
DDB Helsinki Oy13759,,FI7481089,13759,,
Deal Comp Oy32390,,FI9056166,32390,,
Decanter Oy Decanter Finland Ltd28328,,FI6666129,28328,,
Decem Pharma Oy50177,,FI20779904,50177,,
Decora Interiör Oy25939,,FI9373823,25939,,
DecoTrend Oy50886,,FI19703187,50886,,
Defcon-Service Oy52098,,FI20751880,52098,,
